,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income>50K
3575,48,2,3343,9,9,3,3,4,2,1,1,1,72,5,0
3576,11,2,3344,6,15,1,3,1,2,1,1,1,72,2,1
3577,21,1,3345,3,9,1,2,1,2,1,1,1,56,2,0
3578,33,7,3346,2,16,1,2,1,2,1,1,1,54,2,1
3579,8,6,3347,10,10,1,10,6,2,2,1,1,72,2,0
3580,37,4,3348,6,15,1,2,1,2,1,1,1,72,2,1
3581,37,1,3349,2,16,1,8,1,2,1,2,1,36,2,1
3582,22,2,2751,3,9,1,5,1,2,1,1,1,72,38,0
3583,22,2,3350,13,13,1,12,1,2,1,1,1,72,2,0
3584,26,2,3351,10,10,3,2,4,2,1,1,1,67,2,1
3585,29,2,317,3,9,2,7,3,2,2,1,39,72,2,0
3586,39,1,3352,3,9,1,2,1,2,1,1,1,60,2,0
3587,21,2,411,3,9,3,9,3,2,2,75,1,30,2,0
3588,31,2,3353,3,9,2,5,3,2,2,1,1,62,2,0
3589,58,2,3354,14,14,5,6,3,2,2,1,1,30,2,0
3590,15,2,3355,10,10,3,8,5,2,2,1,1,72,1,0
3591,50,1,3356,5,13,1,2,1,2,1,1,1,48,2,1
3592,13,2,3357,3,9,3,7,5,2,2,1,1,72,2,0
3593,45,2,3358,7,7,3,5,5,2,1,1,1,55,2,0
3594,4,2,3359,15,15,1,3,1,2,1,1,1,72,2,0
3595,31,2,3360,6,15,2,2,4,2,2,1,1,72,2,0
3596,58,1,3361,6,15,1,2,1,2,1,1,1,76,2,0
3597,40,2,3362,13,13,2,1,4,2,2,1,1,87,2,0
3598,28,2,3363,2,16,3,1,4,2,1,1,1,72,2,0
3599,3,3,3364,6,15,1,7,1,3,1,1,1,72,2,1
3600,26,2,3365,3,9,1,9,1,3,1,1,1,72,2,0
3601,47,1,3366,2,16,1,4,1,3,1,1,1,52,6,0
3602,27,2,3367,6,15,2,5,3,2,2,1,1,41,2,0
3603,47,7,3368,2,16,2,14,4,2,2,1,1,72,2,0
3604,10,2,3369,14,14,5,13,4,2,2,76,1,62,2,0
3605,48,2,3370,3,9,3,5,5,2,1,1,1,62,2,0
3606,1,1,3371,3,9,1,8,1,2,1,1,1,54,2,0
3607,2,2,3372,6,15,3,3,4,3,1,1,1,72,2,0
3608,4,2,3373,3,9,6,6,3,3,2,1,1,72,2,0
3609,22,2,3374,10,10,1,9,1,2,1,21,1,56,2,0
3610,14,2,3375,15,15,1,5,1,2,1,1,1,30,19,1
3611,39,4,3376,3,9,2,7,3,2,2,1,1,72,2,0
3612,52,2,3377,3,9,1,6,1,2,1,1,1,72,2,0
3613,24,2,3378,2,16,3,2,4,3,1,1,1,72,2,0
3614,37,2,3379,2,16,3,8,2,2,2,1,1,55,2,0
3615,15,2,1131,3,9,1,2,1,2,1,1,1,72,2,0
3616,3,1,3380,6,15,1,8,1,2,1,1,1,72,2,0
3617,11,2,3381,2,16,2,7,3,2,2,1,1,48,2,0
3618,47,2,3382,3,9,2,5,4,3,2,1,1,30,2,0
3619,4,2,3383,6,15,1,3,1,2,1,1,1,53,2,0
3620,24,2,3384,2,16,3,8,4,2,1,1,1,56,2,0
3621,9,2,2253,6,15,1,3,1,1,1,1,1,72,14,0
3622,11,2,3385,3,9,3,5,3,2,2,1,1,72,2,0
3623,47,1,3386,2,16,3,8,4,2,1,1,1,54,2,0
3624,34,2,3387,6,15,3,1,4,2,2,1,1,62,2,0
3625,1,1,3388,3,9,1,3,1,2,1,1,1,72,26,1
3626,2,5,3389,6,15,3,2,4,2,2,1,1,56,2,0
3627,22,5,841,2,16,1,8,1,2,1,1,1,76,2,1
3628,58,2,3390,6,15,6,8,3,2,2,1,33,41,2,0
3629,50,2,3391,6,15,3,6,4,2,2,1,1,38,2,0
3630,8,2,3392,6,15,1,3,1,2,1,1,1,72,2,0
3631,59,2,3393,2,16,1,2,1,2,1,1,1,56,2,1
3632,27,5,3394,6,15,1,4,1,2,1,1,1,54,2,1
3633,28,2,3395,5,13,3,2,4,2,1,1,1,72,2,0
3634,14,2,3396,3,9,2,1,4,2,2,48,1,72,2,0
3635,27,2,2571,2,16,1,8,1,2,1,1,1,56,2,1
3636,12,2,3397,6,15,3,5,5,2,1,1,1,62,5,0
3637,3,2,1904,7,7,2,4,4,3,2,1,1,72,2,0
3638,29,2,3398,2,16,1,2,1,2,1,1,1,36,2,0
3639,11,2,3399,6,15,1,8,1,2,1,1,1,72,2,0
3640,33,2,3400,5,13,3,2,4,2,2,8,1,30,2,0
3641,50,2,1513,2,16,1,6,1,2,1,1,12,72,2,1
3642,4,2,897,7,7,2,5,2,2,2,1,1,15,2,0
3643,7,1,3401,3,9,3,1,3,2,2,5,1,72,16,1
3644,71,1,3402,3,9,1,11,1,2,1,1,1,15,2,0
3645,12,2,3403,6,15,3,14,5,2,1,1,1,62,2,0
3646,38,2,1939,6,15,1,3,1,2,1,1,1,54,2,0
3647,22,3,3404,3,9,1,12,1,2,1,1,1,72,2,0
3648,48,6,2561,6,15,2,10,3,2,2,1,1,72,10,0
3649,4,3,3405,6,15,3,7,5,2,2,1,1,72,2,0
3650,24,2,3406,13,13,3,3,5,2,1,1,1,72,2,0
3651,50,3,599,2,16,1,1,1,2,1,1,1,72,2,1
3652,50,2,3407,6,15,1,4,1,2,1,25,1,76,2,1
3653,8,2,3408,2,16,2,2,3,2,1,1,1,44,2,0
3654,50,2,3409,3,9,6,7,3,2,2,1,1,72,2,0
3655,47,2,26,6,15,2,2,3,2,2,1,1,72,2,0
3656,3,2,3410,3,9,2,2,4,2,2,1,47,72,2,0
3657,26,2,3411,6,15,6,7,3,3,2,1,1,62,2,0
3658,7,5,3412,14,14,1,3,1,2,1,38,1,72,2,0
3659,26,1,3413,3,9,1,3,1,2,1,1,1,72,2,1
3660,33,2,3414,6,15,1,7,1,2,1,1,6,72,2,1
3661,53,7,3415,8,8,1,3,1,2,1,1,1,72,2,0
3662,1,1,3416,15,15,4,4,4,2,1,1,1,43,2,0
3663,48,2,3417,5,13,3,7,5,2,1,1,1,72,2,0
3664,3,2,3418,3,9,1,8,1,2,1,1,1,36,2,0
3665,21,2,3419,3,9,2,5,3,2,2,1,1,87,2,0
3666,44,4,3420,3,9,3,14,4,2,1,1,1,48,2,0
3667,11,2,3421,13,13,1,2,6,3,2,1,1,41,2,0
3668,49,2,3422,6,15,1,14,1,2,1,1,1,54,2,0
3669,8,2,3423,2,16,3,7,4,2,1,1,1,30,2,0
3670,51,2,3424,9,9,1,6,1,2,1,1,1,72,2,0
3671,21,2,3425,6,15,2,6,4,2,2,1,1,72,2,0
3672,51,2,3426,3,9,2,5,3,2,2,1,1,55,2,0
3673,38,2,3427,7,7,3,5,5,2,2,1,1,15,2,0
3674,34,2,3428,5,13,1,2,1,2,1,1,1,54,2,1
3675,34,6,3429,3,9,1,10,6,2,2,1,1,30,2,0
3676,39,2,3430,6,15,1,2,1,2,1,1,1,72,2,1
3677,37,2,3431,7,7,2,6,4,3,2,1,1,15,2,0
3678,33,1,3432,3,9,1,3,1,2,1,1,1,15,2,0
3679,15,4,3433,2,16,3,1,5,3,2,1,1,72,2,0
3680,39,2,3434,3,9,1,6,1,2,1,1,1,72,2,0
3681,16,2,3435,2,16,1,2,1,2,1,1,1,72,2,0
3682,28,2,3436,10,10,1,12,1,2,1,1,1,72,2,1
3683,48,2,804,6,15,3,9,5,2,1,1,1,72,2,0
3684,47,2,3437,2,16,1,5,1,2,1,1,1,72,2,0
3685,37,2,3438,6,15,3,6,4,2,1,1,1,72,2,0
3686,49,1,3439,3,9,1,11,1,2,1,1,1,48,2,0
3687,48,2,1834,3,9,1,8,1,2,1,1,1,72,2,0
3688,31,2,3440,5,13,1,2,1,2,1,5,1,36,2,1
3689,3,4,3441,3,9,6,7,3,3,2,1,1,72,2,0
3690,22,2,3442,6,15,2,2,4,2,1,1,1,54,33,0
3691,49,7,3443,6,15,1,1,1,1,1,7,1,45,2,1
3692,52,2,524,14,14,1,3,1,2,1,1,1,72,2,0
3693,13,2,3444,6,15,3,1,5,2,1,1,1,52,2,0
3694,4,5,3445,10,10,1,8,1,2,1,2,1,54,2,1
3695,15,2,3446,3,9,3,6,5,2,1,1,1,72,2,0
3696,14,2,3447,3,9,1,6,1,2,1,1,1,72,2,0
3697,27,4,3448,13,13,1,14,1,2,1,1,1,49,2,1
3698,4,2,3449,6,15,2,7,3,2,2,1,1,72,2,0
3699,13,2,3450,3,9,3,7,3,2,2,1,1,72,2,0
3700,46,2,3451,3,9,1,8,1,2,1,1,1,53,2,0
3701,24,2,3452,3,9,3,4,4,2,1,1,1,72,2,0
3702,30,2,3453,13,13,1,3,1,2,1,1,1,44,2,0
3703,45,2,3454,3,9,2,3,3,2,1,1,1,36,2,0
3704,15,2,3455,6,15,1,7,6,2,2,1,1,44,2,0
3705,49,7,3456,4,14,2,1,3,2,2,1,1,54,2,0
3706,63,2,3457,3,9,1,3,1,2,1,1,1,72,2,0
3707,45,2,3458,3,9,1,8,6,1,2,1,55,30,6,0
3708,14,2,3459,10,10,1,5,1,2,1,1,1,54,2,0
3709,1,2,3460,10,10,1,6,1,2,1,1,1,72,2,1
3710,50,1,3461,6,15,1,1,1,2,1,1,1,30,2,0
3711,61,7,3462,2,16,1,1,1,1,1,1,1,87,2,0
3712,48,6,3463,6,15,2,10,3,2,2,1,1,54,2,0
3713,7,2,3464,6,15,3,7,5,2,2,1,1,72,2,0
3714,16,1,1974,1,12,1,1,1,2,1,1,12,54,2,1
3715,28,2,3465,13,13,1,1,1,2,1,1,1,41,2,0
3716,44,2,836,2,16,3,8,5,2,1,1,1,40,2,0
3717,11,2,64,2,16,1,1,1,2,1,1,1,72,2,1
3718,15,2,3466,5,13,1,6,1,2,1,1,1,15,22,0
3719,11,2,1261,10,10,2,5,4,2,2,1,1,40,2,0
3720,28,2,3467,3,9,1,2,2,1,1,1,1,45,11,0
3721,34,2,3468,3,9,1,8,1,2,1,1,1,54,2,0
3722,26,2,3469,6,15,6,9,4,3,1,1,1,72,2,0
3723,27,2,3470,3,9,2,5,4,2,2,1,1,72,2,0
3724,31,2,3471,6,15,6,5,4,3,1,1,1,72,2,0
3725,51,2,3472,3,9,2,2,4,2,2,1,1,72,2,0
3726,47,2,3473,2,16,1,2,1,2,1,1,1,36,2,1
3727,38,2,3474,7,7,3,5,5,2,2,1,1,87,2,0
3728,50,1,3475,6,15,1,3,1,2,1,25,1,30,2,1
3729,2,1,3476,3,9,1,11,1,2,1,1,1,78,2,0
3730,46,2,1630,3,9,1,6,1,2,1,1,1,48,2,0
3731,7,2,3477,15,15,3,3,4,2,1,1,1,62,2,0
3732,16,1,3478,10,10,1,4,1,2,1,1,1,54,2,0
3733,14,2,3479,6,15,2,4,4,2,1,1,1,72,2,1
3734,38,1,3480,6,15,1,5,1,2,1,1,1,56,2,0
3735,38,2,3481,6,15,3,7,5,2,2,1,1,83,2,0
3736,40,2,3482,3,9,2,7,4,3,1,1,1,72,2,0
3737,15,2,3483,3,9,1,3,1,2,1,1,1,72,2,0
3738,22,2,3484,7,7,1,9,1,2,1,1,1,72,28,0
3739,6,2,3485,6,15,2,5,4,3,2,1,1,72,2,0
3740,11,2,3486,3,9,2,2,3,2,2,1,1,72,2,0
3741,8,3,3487,13,13,1,7,1,2,1,3,1,54,2,1
3742,2,2,118,2,16,1,2,1,2,1,1,12,48,2,1
3743,6,3,3488,6,15,2,7,3,3,2,1,1,72,2,0
3744,5,2,3489,3,9,1,8,1,2,1,1,1,72,2,1
3745,50,1,3490,3,9,1,4,1,2,1,1,1,72,2,0
3746,37,5,2279,3,9,1,8,1,2,1,1,1,54,19,0
3747,26,1,3491,6,15,1,3,1,2,1,1,1,72,2,0
3748,24,2,3492,10,10,2,5,4,2,2,1,1,53,2,0
3749,45,2,266,2,16,1,2,2,2,2,1,1,72,29,1
3750,9,6,3493,3,9,2,10,4,2,2,1,1,62,2,0
3751,22,2,3494,6,15,6,1,4,2,1,1,42,72,2,1
3752,2,2,3495,3,9,6,8,4,2,2,1,1,30,2,0
3753,50,2,3496,3,9,3,3,3,2,1,1,1,72,2,0
3754,31,5,3497,4,14,1,8,1,1,1,1,1,72,36,1
3755,46,2,3498,6,15,1,3,6,2,2,1,1,72,2,0
3756,45,2,3499,3,9,1,3,1,1,1,1,1,72,9,0
3757,4,2,3500,3,9,6,5,4,2,2,1,1,72,2,0
3758,26,1,3501,2,16,3,1,4,2,2,1,1,48,2,0
3759,8,2,3502,6,15,1,7,1,2,1,1,1,62,2,0
3760,42,2,3503,14,14,5,4,4,2,1,1,1,52,2,0
3761,50,2,3504,6,15,2,7,4,2,2,1,1,72,2,0
3762,5,2,3505,3,9,1,3,1,2,1,1,1,72,2,1
3763,30,2,3506,6,15,5,7,3,2,2,1,1,41,2,0
3764,16,1,3507,2,16,1,11,1,2,1,1,1,48,2,0
3765,16,2,3508,3,9,2,4,4,2,1,1,5,20,2,0
3766,50,2,3509,15,15,1,9,1,3,1,1,1,48,2,0
3767,28,2,3510,2,16,3,8,4,2,1,1,1,54,2,1
3768,38,2,3511,3,9,3,5,5,2,1,1,1,87,2,0
3769,33,2,3512,6,15,1,14,1,2,1,1,1,42,2,0
3770,38,2,3513,6,15,3,8,4,2,1,1,1,54,2,0
3771,28,2,3514,3,9,3,14,5,3,2,1,1,15,2,0
3772,46,4,3515,2,16,3,1,4,2,1,1,1,54,2,0
3773,9,2,3516,6,15,1,2,1,2,1,1,1,56,2,0
3774,22,2,3517,2,16,3,1,4,2,1,1,1,48,2,1
3775,47,2,2625,3,9,1,6,1,2,1,1,6,72,2,1
3776,48,4,3518,3,9,1,7,6,2,2,1,1,72,2,1
3777,47,3,3519,3,9,1,7,6,2,2,1,1,72,2,0
3778,50,2,3520,3,9,1,7,6,2,2,1,1,72,2,0
3779,40,2,3521,11,13,1,5,1,2,1,1,1,72,2,0
3780,9,2,3522,6,15,1,3,1,2,1,1,1,67,2,0
3781,22,2,3523,3,9,1,3,1,2,1,1,1,72,2,0
3782,45,7,3425,2,16,2,12,4,2,2,1,1,72,2,0
3783,45,2,3524,2,16,3,6,4,2,1,1,1,55,2,0
3784,44,2,1776,6,15,3,9,5,2,1,1,1,15,2,0
3785,38,6,3525,3,9,3,10,5,2,2,1,1,87,2,0
3786,33,1,3526,1,12,1,8,1,2,1,1,1,48,2,1
3787,11,2,994,2,16,1,2,1,2,1,1,1,76,2,1
3788,48,2,1762,3,9,3,2,5,2,2,1,1,72,2,0
3789,34,1,3527,6,15,4,5,3,2,2,1,1,72,2,0
3790,24,4,3528,2,16,3,1,5,2,2,1,1,40,2,0
3791,50,2,1309,6,15,3,7,4,2,2,1,1,72,2,0
3792,50,2,3529,13,13,1,1,1,2,1,1,1,56,2,0
3793,30,2,3530,2,16,1,8,1,2,1,1,12,40,2,1
3794,4,1,3531,1,12,1,1,1,2,1,1,1,36,2,1
3795,22,2,3532,2,16,1,1,1,2,1,1,1,54,2,1
3796,51,2,3533,6,15,6,7,4,2,2,1,36,72,2,0
3797,8,2,3534,3,9,3,9,5,2,1,1,1,72,2,0
3798,16,2,3535,6,15,3,6,3,3,2,1,1,72,2,0
3799,4,2,3536,10,10,1,8,1,2,1,1,1,72,2,1
3800,13,2,581,6,15,3,5,5,2,2,1,1,15,2,0
3801,21,2,1718,6,15,3,2,4,2,1,1,24,72,2,0
3802,50,4,3537,6,15,2,2,4,2,2,1,1,72,2,0
3803,3,5,3538,2,16,2,2,3,2,2,1,1,56,2,1
3804,14,4,3539,1,12,1,7,1,1,1,1,1,72,13,1
3805,16,2,3540,3,9,1,3,1,2,1,1,1,54,39,0
3806,39,2,3541,10,10,5,7,3,2,2,1,1,72,2,0
3807,8,4,3542,6,15,1,7,5,2,2,1,1,72,2,0
3808,37,6,3543,14,14,1,10,1,2,1,1,1,72,2,0
3809,60,2,3544,3,9,5,7,3,2,1,1,1,70,2,0
3810,24,2,3545,2,16,1,1,1,2,1,1,1,72,2,0
3811,50,2,3546,5,13,1,1,1,2,1,1,1,36,2,0
3812,8,6,3547,2,16,4,10,4,2,1,1,1,54,6,0
3813,2,2,3548,15,15,2,6,4,2,2,1,1,72,2,0
3814,29,4,3549,3,9,1,2,6,2,2,1,1,40,2,0
3815,30,1,3550,13,13,2,2,4,2,2,1,1,54,2,0
3816,52,2,3551,9,9,2,3,4,2,1,1,1,72,2,0
3817,13,2,3552,13,13,3,3,4,4,1,1,1,72,2,0
3818,39,4,2181,2,16,1,14,1,2,1,1,1,72,2,1
3819,63,2,3553,3,9,2,8,4,2,2,77,1,62,2,0
3820,45,2,3554,3,9,1,7,6,2,2,1,1,72,2,0
3821,15,2,3555,6,15,3,9,4,2,1,1,1,79,2,0
3822,49,2,3556,5,13,1,12,1,2,1,1,1,72,2,1
3823,8,2,3557,5,13,1,1,1,2,1,1,1,36,2,0
3824,38,3,3558,2,16,6,12,3,2,1,1,1,72,2,0
3825,21,4,3559,6,15,3,3,4,2,1,1,1,72,2,0
3826,48,6,3560,11,13,1,10,1,2,1,1,1,54,2,0
3827,7,2,481,10,10,3,5,4,2,2,1,1,87,2,0
3828,24,2,3561,2,16,1,2,1,2,1,1,1,36,4,1
3829,21,6,3562,7,7,1,10,6,2,2,1,1,70,2,0
3830,52,6,3563,6,15,1,10,1,2,1,1,1,70,2,0
3831,48,2,3564,3,9,5,8,4,2,2,1,35,28,2,1
3832,5,2,3565,5,13,1,2,1,2,1,1,1,54,2,1
3833,47,2,2002,3,9,2,5,3,3,2,1,1,72,18,0
3834,44,2,3566,3,9,3,3,5,5,1,1,1,72,2,0
3835,8,2,1221,3,9,3,9,2,5,1,1,1,72,2,0
3836,26,2,3567,3,9,1,7,1,3,1,1,1,72,2,0
3837,50,4,3568,5,13,1,2,1,2,1,1,19,56,2,1
3838,21,2,3569,3,9,3,5,3,3,2,1,1,72,2,0
3839,48,2,3570,2,16,1,1,1,2,1,1,1,72,2,0
3840,31,2,3571,3,9,2,2,4,2,1,1,1,72,2,0
3841,34,2,3572,6,15,3,1,5,2,1,1,1,70,2,0
3842,2,2,3573,2,16,3,2,4,1,1,1,1,72,6,0
3843,14,2,1201,3,9,2,5,4,2,1,1,1,72,2,0
3844,21,2,3574,2,16,3,8,4,2,2,1,1,30,2,0
3845,44,2,3575,10,10,3,9,5,2,1,1,1,40,2,0
3846,50,2,1397,6,15,2,5,4,2,1,1,1,62,2,0
3847,16,2,3576,3,9,2,7,3,2,1,1,1,72,2,0
3848,16,7,3577,6,15,1,14,1,2,1,1,1,72,2,1
3849,21,2,3578,3,9,3,7,4,2,2,1,1,72,2,0
3850,48,2,3579,3,9,3,5,3,2,2,1,1,53,2,0
3851,50,2,3580,6,15,2,6,4,2,1,1,1,72,2,0
3852,9,2,3581,5,13,1,2,6,2,2,1,1,72,2,0
3853,21,2,3582,3,9,6,7,3,2,2,1,1,40,2,0
3854,31,2,3583,6,15,2,12,3,3,2,1,1,87,2,0
3855,38,6,3584,6,15,3,10,5,4,2,1,1,15,6,0
3856,9,2,3585,3,9,1,6,1,3,1,1,1,72,2,0
3857,37,3,695,2,16,1,2,1,2,1,1,1,48,2,1
3858,5,2,1171,4,14,1,1,1,2,1,1,1,54,2,1
3859,30,1,3586,2,16,2,8,4,2,1,1,1,56,2,0
3860,48,2,3587,5,13,1,11,4,2,1,1,1,43,2,1
3861,45,2,3588,3,9,3,7,3,2,1,1,1,72,2,0
3862,52,2,3589,1,12,1,2,1,2,1,1,1,56,2,0
3863,27,1,3590,10,10,1,2,1,2,1,1,1,30,10,0
3864,48,4,3591,3,9,3,3,5,3,1,1,1,72,2,0
3865,45,2,3592,7,7,3,8,5,2,1,1,1,15,2,0
3866,29,2,2263,2,16,1,4,1,2,1,1,1,49,2,1
3867,40,5,3593,1,12,1,1,1,2,1,1,1,36,2,1
3868,11,2,3594,3,9,2,8,3,3,1,1,1,54,2,0
3869,28,2,277,10,10,3,8,4,2,1,1,1,48,5,0
3870,11,2,3595,6,15,1,2,1,2,1,1,1,72,2,0
3871,26,2,3510,10,10,3,1,5,2,1,1,1,72,41,0
3872,44,7,3596,6,15,3,7,5,2,2,1,1,15,2,0
3873,8,4,3597,2,16,4,1,4,2,2,1,1,54,2,0
3874,47,2,3598,3,9,1,3,1,2,1,1,1,38,2,0
3875,37,2,1767,3,9,1,2,1,2,1,1,1,36,2,1
3876,9,7,3599,6,15,2,5,4,2,1,1,1,67,2,0
3877,11,2,3600,6,15,1,11,1,2,1,1,1,72,5,0
3878,39,2,3601,3,9,1,4,1,2,1,1,1,67,2,1
3879,31,2,3602,2,16,1,1,1,2,1,1,19,48,2,1
3880,40,1,3603,14,14,1,3,1,2,1,1,1,72,2,0
3881,59,2,3604,2,16,1,7,1,2,1,13,1,15,2,1
3882,38,2,3605,3,9,3,8,4,2,2,1,1,30,2,0
3883,50,2,3606,6,15,2,1,3,3,2,1,1,72,2,0
3884,14,2,3607,7,7,1,3,1,2,1,1,1,48,2,0
3885,38,2,3608,8,8,3,5,5,2,2,1,1,15,2,0
3886,34,2,3609,3,9,1,3,1,2,1,1,1,72,2,0
3887,12,2,3610,3,9,2,12,3,2,2,1,1,36,2,0
3888,13,2,3611,3,9,1,6,1,2,1,1,1,54,2,0
3889,3,7,3612,3,9,1,12,1,2,1,1,1,72,2,0
3890,24,2,3613,2,16,1,5,1,2,1,1,1,41,2,0
3891,21,2,3614,9,9,1,3,1,4,1,1,1,72,5,0
3892,5,2,3615,5,13,1,1,1,2,1,1,1,72,2,1
3893,16,1,3616,5,13,1,1,1,2,1,1,1,67,2,0
3894,44,2,3617,6,15,3,7,5,2,1,1,1,70,2,0
3895,21,2,3618,5,13,2,2,2,1,2,1,1,72,32,0
3896,4,2,3619,6,15,1,4,1,2,1,1,1,54,2,0
3897,1,2,3620,6,15,1,3,1,2,1,1,1,60,2,0
3898,2,2,3621,10,10,3,12,4,2,1,1,1,72,2,0
3899,12,2,3622,6,15,3,8,4,2,1,1,1,72,2,0
3900,26,2,3623,2,16,1,1,6,1,2,1,21,72,2,0
3901,8,2,3624,7,7,3,9,5,2,1,1,1,72,2,0
3902,14,7,3625,4,14,1,1,1,2,1,1,1,72,2,1
3903,27,2,3626,3,9,5,7,4,2,2,1,17,30,2,0
3904,58,3,3627,6,15,2,12,4,3,1,33,1,72,2,0
3905,11,2,3628,5,13,1,2,1,2,1,1,1,72,2,1
3906,45,2,1387,3,9,3,6,4,2,1,1,7,44,2,0
3907,28,2,3188,10,10,3,8,5,2,2,1,1,40,2,0
3908,16,2,3629,3,9,2,6,4,2,1,1,1,72,2,0
3909,45,2,3630,13,13,1,7,6,2,2,1,1,30,2,0
3910,14,2,3631,3,9,3,7,3,2,1,1,1,41,2,0
3911,5,2,3632,2,16,1,2,1,2,1,1,1,56,2,1
3912,48,2,3633,3,9,2,8,3,2,2,1,1,67,2,0
3913,31,2,3634,6,15,3,7,4,2,1,1,33,30,2,0
3914,1,5,3635,2,16,1,8,1,2,1,1,1,48,2,1
3915,58,6,3636,3,9,1,10,6,2,2,19,1,72,17,1
3916,7,6,3637,6,15,3,10,5,2,2,1,1,72,24,0
3917,30,5,3638,2,16,1,11,1,2,1,1,1,76,2,1
3918,50,2,3639,6,15,2,2,4,2,2,1,1,20,2,0
3919,9,4,1535,3,9,1,14,1,2,1,7,1,30,2,1
3920,8,2,3640,3,9,1,4,1,2,1,1,1,56,2,0
3921,60,2,3641,4,14,1,1,1,2,1,1,1,72,15,1
3922,9,2,3642,5,13,2,1,3,2,1,1,1,52,2,0
3923,26,2,3643,2,16,1,8,1,2,1,1,1,56,2,1
3924,16,7,3644,3,9,1,8,6,2,2,1,1,72,2,0
3925,16,6,3645,5,13,1,10,1,2,1,1,1,54,2,0
3926,31,2,3646,3,9,1,2,1,2,1,1,1,36,2,1
3927,27,1,3647,3,9,2,6,3,3,2,1,1,72,2,0
3928,31,2,3648,6,15,1,3,1,5,1,3,1,54,2,1
3929,4,7,3649,5,13,1,1,1,2,1,1,1,67,2,0
3930,28,5,3650,1,12,1,1,1,2,1,1,1,36,2,1
3931,40,1,3651,5,13,1,3,1,2,1,1,1,72,2,1
3932,50,2,3652,6,15,1,8,1,2,1,1,1,76,2,0
3933,12,2,3653,6,15,3,7,5,2,2,1,1,15,2,0
3934,21,2,3654,6,15,1,2,1,2,1,3,1,72,2,1
3935,26,2,3655,3,9,3,6,4,2,2,1,1,72,2,0
3936,11,2,3656,9,9,1,9,1,2,1,1,1,49,5,0
3937,48,2,3657,6,15,3,7,5,2,2,1,1,55,2,0
3938,51,2,3658,4,14,3,1,4,2,1,1,1,70,2,0
3939,45,2,3659,7,7,3,14,5,2,2,1,1,72,2,0
3940,3,2,3660,6,15,2,5,5,2,2,1,1,53,2,0
3941,58,2,3661,6,15,2,5,4,2,2,1,1,56,2,0
3942,38,4,3662,2,16,1,1,1,2,1,1,1,54,2,0
3943,46,2,3663,3,9,1,3,1,3,1,1,1,72,2,1
3944,45,2,3664,11,13,3,8,4,2,1,1,1,72,2,0
3945,2,2,3665,1,12,1,1,1,2,1,1,19,54,2,1
3946,13,2,3666,6,15,1,2,1,2,1,1,27,52,2,0
3947,48,2,3667,4,14,3,2,4,2,1,78,1,54,2,1
3948,46,7,3668,2,16,3,1,3,1,2,1,1,72,2,1
3949,34,2,3669,6,15,3,5,5,2,1,1,1,15,2,0
3950,6,3,3670,3,9,5,7,3,2,2,1,1,72,2,0
3951,39,2,3671,1,12,2,1,4,2,1,1,1,48,2,1
3952,30,4,3672,2,16,1,1,6,2,2,1,1,54,2,1
3953,45,2,3673,6,15,1,4,1,2,1,1,1,35,2,1
3954,7,2,3674,6,15,3,4,5,2,1,1,15,62,2,0
3955,11,2,3675,3,9,2,5,3,2,2,1,1,72,2,0
3956,12,2,3676,3,9,3,8,5,2,2,1,1,62,2,0
3957,40,2,3677,8,8,1,6,1,3,1,1,1,72,2,1
3958,52,6,3678,2,16,1,10,1,2,1,1,29,52,2,0
3959,13,2,3679,6,15,3,5,5,2,2,1,1,72,2,0
3960,52,2,3680,3,9,5,1,4,2,2,1,1,70,2,0
3961,50,3,3681,4,14,3,1,4,2,2,1,1,54,2,1
3962,45,2,3682,15,15,3,5,5,2,1,1,1,52,2,0
3963,31,2,3683,5,13,1,1,1,2,1,1,1,36,2,1
3964,53,2,3684,6,15,1,1,1,2,1,1,12,72,2,1
3965,28,2,3685,13,13,1,7,1,2,1,1,1,72,2,0
3966,30,3,236,6,15,4,2,4,2,2,1,1,72,2,0
3967,21,2,1294,3,9,2,4,4,2,1,1,1,54,2,0
3968,5,1,3686,2,16,1,11,6,2,2,1,1,54,2,0
3969,1,2,3687,3,9,1,3,1,2,1,1,1,20,2,1
3970,9,2,3688,3,9,2,3,4,2,1,1,1,54,2,0
3971,27,2,3689,3,9,3,3,3,2,2,1,1,72,33,0
3972,45,2,3690,3,9,2,6,3,2,1,1,1,72,2,0
3973,32,5,3691,15,15,1,11,1,2,1,1,1,54,2,0
3974,60,2,3692,14,14,2,6,3,3,2,76,1,72,2,0
3975,14,2,1849,6,15,1,8,1,2,1,1,1,48,2,1
3976,21,2,3693,3,9,2,3,4,2,1,60,1,36,2,0
3977,47,7,3694,2,16,3,1,3,3,2,1,1,72,2,0
3978,48,2,3695,3,9,3,7,5,2,1,1,1,87,2,0
3979,26,2,216,3,9,3,1,5,2,1,1,1,72,2,0
3980,53,2,3696,3,9,5,8,4,2,1,1,1,54,2,0
3981,16,5,3697,3,9,1,8,1,2,1,1,1,56,2,0
3982,46,1,3698,2,16,1,2,1,2,1,1,1,72,2,1
3983,50,2,3699,2,16,6,1,3,3,2,1,1,87,2,0
3984,50,2,3700,6,15,2,7,4,2,2,1,1,53,2,0
