,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income>50K
8907,64,2,262645,3,9,1,8,1,2,1,0,0,50,2,1
8908,29,2,298696,6,10,3,5,4,2,2,0,0,40,2,0
8909,44,2,150011,2,13,2,1,3,2,2,0,0,40,2,0
8910,44,2,32000,6,10,1,11,1,2,1,0,0,18,2,1
8911,26,2,53833,6,10,1,2,1,2,1,0,0,42,2,0
8912,24,2,346909,3,9,1,3,1,2,1,0,0,44,5,0
8913,17,2,95875,11,5,3,9,5,2,1,0,0,12,2,0
8914,40,2,128700,6,10,2,7,3,2,2,0,0,40,2,0
8915,54,3,175083,3,9,3,7,3,2,2,0,0,20,2,0
8916,28,2,136077,13,11,1,3,1,2,1,0,0,40,24,0
8917,25,2,111243,3,9,3,8,2,2,2,0,0,50,2,0
8918,56,2,128764,14,4,5,4,4,2,1,0,0,20,2,0
8919,18,2,183034,6,10,3,8,5,3,1,0,0,35,2,0
8920,30,2,156025,3,9,2,2,3,2,2,0,0,40,2,0
8921,34,2,143392,3,9,3,8,5,2,2,0,0,40,2,0
8922,27,2,60726,2,13,3,1,4,3,1,0,0,45,2,0
8923,37,2,83375,3,9,2,10,4,2,1,0,0,40,2,0
8924,50,2,227458,3,9,3,2,3,2,1,0,0,51,2,0
8925,51,2,210736,3,9,4,3,4,2,1,0,0,40,2,0
8926,31,2,168981,3,9,1,7,5,2,2,0,0,38,2,0
8927,49,4,193249,10,12,1,7,1,2,1,0,0,40,2,0
8928,22,2,71469,10,12,3,8,5,2,2,0,0,25,2,0
8929,39,2,262158,2,13,2,2,3,2,2,0,0,45,2,0
8930,50,2,138852,5,14,1,2,1,2,1,15024,0,50,2,1
8931,35,3,153633,6,10,3,5,3,3,2,0,0,40,2,0
8932,45,1,163559,2,13,1,2,6,1,2,0,0,48,2,0
8933,17,2,225211,11,5,3,5,5,3,1,0,0,35,2,0
8934,32,6,308955,10,12,1,1,1,2,1,0,0,20,2,0
8935,60,4,93272,3,9,1,5,1,2,1,0,0,40,2,0
8936,38,2,64879,6,10,2,8,4,2,2,0,0,40,2,0
8937,31,2,206046,3,9,2,6,4,2,1,0,0,40,2,0
8938,31,2,49469,5,14,3,2,4,2,1,0,0,55,2,1
8939,21,2,210053,6,10,3,7,5,2,2,0,0,40,2,0
8940,26,2,157249,7,7,3,4,4,2,1,0,0,40,2,0
8941,44,2,211759,2,13,1,2,1,4,1,0,0,40,32,0
8942,50,4,145879,5,14,1,1,1,2,1,7688,0,40,2,1
8943,35,2,195516,14,4,1,11,1,2,1,0,0,40,5,0
8944,41,2,55395,6,10,4,5,3,2,1,0,0,40,2,0
8945,21,2,221157,3,9,3,5,5,3,2,0,0,30,2,0
8946,28,2,375655,2,13,3,8,3,2,1,0,0,50,2,0
8947,67,2,36135,7,7,1,1,1,2,1,0,0,8,2,0
8948,24,1,216889,11,5,1,3,1,2,1,0,0,45,2,0
8949,55,2,419732,6,10,2,5,3,2,2,0,0,38,2,0
8950,22,2,317019,6,10,3,5,4,2,2,0,0,30,2,0
8951,39,2,347814,10,12,3,5,5,2,2,0,0,56,2,0
8952,58,3,139290,2,13,1,7,1,2,1,0,0,40,2,1
8953,40,2,155190,15,6,3,3,2,3,1,0,0,55,2,0
8954,48,1,209057,2,13,4,8,5,2,1,0,0,50,2,1
8955,36,2,298753,6,10,2,2,4,2,2,0,0,60,2,0
8956,32,2,154981,3,9,3,4,4,2,1,0,0,65,2,0
8957,28,2,112917,13,11,1,11,1,4,1,0,0,40,5,0
8958,21,4,218445,6,10,3,7,5,2,2,0,0,40,5,0
8959,47,3,224559,3,9,1,4,1,3,1,0,0,40,2,1
8960,18,2,155503,7,7,3,5,5,2,1,0,0,20,2,0
8961,34,2,133122,2,13,1,2,1,2,1,0,0,40,2,0
8962,51,3,85815,2,13,1,2,1,1,1,0,0,40,2,1
8963,37,2,205997,3,9,2,7,4,2,2,0,0,40,2,0
8964,47,2,151087,3,9,6,1,2,4,2,0,0,40,32,0
8965,34,2,100145,6,10,1,7,6,2,2,0,0,20,2,0
8966,22,2,408383,6,10,3,4,5,2,1,0,0,40,2,0
8967,25,2,250038,11,5,3,10,2,2,1,0,0,45,5,0
8968,23,2,211160,8,8,1,9,5,2,1,0,0,40,2,0
8969,40,2,165309,14,4,6,1,4,2,2,0,0,8,2,0
8970,21,4,152200,6,10,1,13,5,3,1,0,0,40,2,0
8971,24,2,254351,6,10,3,8,5,2,1,0,0,35,2,0
8972,24,2,100345,2,13,3,1,5,2,1,0,0,20,2,0
8973,25,2,189027,2,13,3,9,5,2,1,0,0,40,2,0
8974,27,2,366066,10,12,3,8,5,2,2,0,0,40,2,0
8975,25,2,184303,14,4,3,12,2,2,2,0,0,40,6,0
8976,51,4,125796,7,7,3,10,4,3,2,0,0,40,2,0
8977,28,2,205562,5,14,3,1,4,3,2,0,0,40,2,0
8978,50,1,175456,3,9,1,10,1,2,1,0,0,50,2,0
8979,55,2,329797,15,6,1,3,1,2,1,0,0,40,2,0
8980,28,2,376302,3,9,3,8,4,2,2,0,0,45,2,0
8981,24,2,182812,6,10,3,7,5,2,2,3325,0,52,15,0
8982,36,2,258102,3,9,3,9,4,2,1,0,0,40,2,0
8983,40,2,104196,3,9,1,11,1,2,1,0,0,40,2,0
8984,38,1,197365,3,9,1,11,1,2,1,0,0,50,2,0
8985,20,2,293297,6,10,3,5,5,2,1,0,0,35,2,0
8986,22,2,203263,3,9,3,3,5,2,1,0,0,50,2,0
8987,33,2,262439,3,9,1,7,6,2,2,0,0,35,2,1
8988,34,1,169186,3,9,1,10,1,2,1,0,0,50,2,0
8989,42,2,124692,2,13,1,2,1,2,1,0,0,45,2,1
8990,35,2,138441,3,9,1,9,1,2,1,0,0,35,2,0
8991,61,2,197286,2,13,1,6,1,2,1,0,0,40,2,1
8992,33,2,59944,3,9,3,4,4,2,1,0,0,40,2,0
8993,43,2,120277,2,13,3,1,5,2,1,0,0,45,2,0
8994,46,2,189498,2,13,1,1,1,2,1,0,1848,45,2,1
8995,30,2,222162,3,9,1,9,1,2,1,0,0,66,2,0
8996,29,3,301010,6,10,3,14,4,3,1,0,0,60,2,0
8997,19,6,431745,7,7,3,5,5,2,1,0,0,30,2,0
8998,56,6,138593,10,12,2,1,4,2,2,0,0,40,2,0
8999,48,2,185143,5,14,1,2,1,2,1,0,0,40,2,0
9000,76,2,79445,15,6,1,1,1,2,1,1173,0,40,2,0
9001,46,4,354962,3,9,1,6,1,3,1,0,0,40,2,0
9002,32,2,154950,2,13,1,8,1,2,1,0,1977,44,2,1
9003,21,2,109414,6,10,3,1,5,1,1,0,1974,40,2,0
9004,51,1,30012,6,10,1,8,1,2,1,0,0,50,2,1
9005,50,2,245356,6,10,1,2,1,2,1,0,0,50,2,1
9006,38,4,72338,3,9,1,13,1,1,1,0,0,54,2,1
9007,58,4,158357,2,13,2,1,4,2,2,0,0,40,2,0
9008,59,2,100453,14,4,6,5,5,3,2,0,0,38,2,0
9009,17,2,368700,7,7,3,8,5,2,1,0,0,28,2,0
9010,58,2,220896,3,9,1,2,1,2,1,0,0,40,2,1
9011,21,2,198050,10,12,3,7,4,2,2,0,0,25,2,0
9012,22,3,65547,6,10,3,2,4,3,1,0,0,40,2,0
9013,28,2,222442,3,9,1,8,1,2,1,0,0,51,18,0
9014,41,2,113823,2,13,2,5,4,2,1,0,0,40,2,0
9015,26,2,213385,6,10,3,5,4,2,1,0,0,20,2,0
9016,32,2,340917,3,9,3,9,4,2,1,0,0,40,2,0
9017,48,2,83407,5,14,1,1,1,2,1,0,0,50,2,1
9018,22,2,176178,6,10,3,5,5,2,2,0,0,25,2,0
9019,41,2,163322,7,7,2,2,3,2,2,0,0,36,2,0
9020,26,2,152263,3,9,3,7,5,2,2,0,0,45,2,0
9021,32,2,287229,3,9,3,7,4,2,2,0,0,35,2,0
9022,49,2,160647,2,13,1,7,6,2,2,0,0,40,2,1
9023,49,2,101320,2,13,3,11,4,2,2,0,1564,40,21,1
9024,47,2,195978,3,9,1,3,1,2,1,0,0,40,2,1
9025,41,2,122381,6,10,1,3,1,2,1,0,1887,50,2,1
9026,26,2,397317,5,14,3,1,4,2,2,0,1876,40,2,0
9027,30,4,327825,3,9,2,13,5,2,2,0,0,32,2,0
9028,45,2,260490,5,14,1,2,1,2,1,0,0,50,2,1
9029,50,1,187830,2,13,2,3,4,2,1,27828,0,16,2,1
9030,27,2,37754,6,10,1,10,1,2,1,0,0,80,2,0
9031,38,2,229009,3,9,1,5,1,2,1,0,0,45,2,0
9032,40,6,140108,11,5,6,6,4,3,1,0,0,40,2,0
9033,38,3,506830,6,10,2,11,3,3,2,0,0,40,2,0
9034,32,2,187936,15,6,3,3,4,3,2,0,0,50,2,0
9035,54,1,117674,6,10,2,3,4,2,1,0,0,40,2,0
9036,21,2,143184,6,10,3,5,5,2,2,0,0,40,2,0
9037,49,2,176907,3,9,1,6,1,2,1,0,0,40,2,1
9038,31,2,307375,6,10,3,5,4,5,2,0,0,40,2,0
9039,38,2,98776,6,10,1,7,1,2,1,0,0,40,2,1
9040,47,2,145041,3,9,1,6,1,2,1,0,0,40,18,1
9041,32,6,253354,5,14,1,1,1,2,1,0,0,50,2,0
9042,26,2,121427,2,13,3,2,5,2,2,0,0,40,2,0
9043,37,2,109133,5,14,6,2,4,2,1,27828,0,60,7,1
9044,45,2,148171,13,11,1,3,1,2,1,15024,0,40,2,1
9045,37,4,289238,15,6,1,3,1,2,1,0,0,40,2,0
9046,43,2,102025,5,14,1,1,1,4,1,0,0,50,2,0
9047,52,2,221936,3,9,1,8,1,2,1,0,0,40,2,0
9048,24,2,159580,2,13,3,5,5,3,2,0,0,75,2,0
9049,24,2,187031,5,14,3,8,3,3,2,0,0,38,2,0
9050,27,6,301302,4,16,4,11,4,2,1,0,0,20,2,0
9051,18,2,161063,3,9,3,7,5,2,1,0,0,40,2,0
9052,41,2,303510,3,9,1,2,1,2,1,0,0,40,2,0
9053,18,2,126071,3,9,3,3,5,2,1,0,0,40,2,0
9054,38,4,116580,2,13,1,1,6,2,2,0,0,20,2,1
9055,22,2,124454,6,10,3,8,4,2,1,0,0,30,2,0
9056,61,2,113544,2,13,1,1,1,2,1,0,0,55,2,0
9057,32,2,163604,5,14,3,1,4,2,2,0,0,20,2,0
9058,52,2,177366,3,9,6,5,2,2,2,0,0,20,2,0
9059,20,6,138371,6,10,3,10,5,2,1,0,0,32,2,0
9060,26,2,181666,10,12,1,7,5,2,2,0,0,40,2,0
9061,38,1,135020,6,10,3,3,5,2,1,0,0,60,2,0
9062,39,2,388023,3,9,2,2,4,2,2,0,0,38,2,0
9063,58,2,204021,3,9,3,4,5,2,1,0,0,40,21,0
9064,23,2,162282,6,10,3,9,4,2,1,0,0,25,2,0
9065,59,5,125000,2,13,1,2,1,2,1,0,0,40,4,1
9066,53,3,439263,2,13,1,7,1,3,1,0,0,40,2,1
9067,39,2,257942,3,9,3,2,4,2,1,0,0,40,2,0
9068,44,2,145160,3,9,3,3,2,2,1,0,0,58,2,0
9069,46,1,103538,1,15,1,1,1,2,1,0,0,65,2,1
9070,38,4,255454,2,13,6,1,3,3,1,0,0,40,2,0
9071,52,1,77336,13,11,1,3,1,2,1,0,0,40,2,0
9072,71,2,99894,9,3,5,12,4,1,2,0,0,75,2,0
9073,32,6,167049,8,8,3,7,3,2,2,0,0,40,2,0
9074,26,2,68895,3,9,3,7,4,2,1,0,0,50,5,0
9075,20,2,34706,6,10,3,2,4,3,1,0,0,47,2,0
9076,46,1,165754,4,16,3,1,4,2,2,0,0,45,2,0
9077,30,2,69235,1,15,1,1,1,1,1,0,0,40,35,0
9078,58,2,119558,3,9,1,2,1,2,1,0,0,50,2,1
9079,76,1,42162,3,9,5,2,4,2,2,0,0,2,2,0
9080,36,2,321274,6,10,1,3,1,2,1,0,0,40,2,1
9081,53,3,314871,6,10,6,7,4,3,2,0,0,40,2,0
9082,34,2,61272,2,13,3,2,4,2,2,0,0,40,2,0
9083,43,2,128354,3,9,2,2,4,2,2,0,0,40,2,0
9084,30,2,33945,3,9,1,9,1,2,1,0,0,40,2,0
9085,28,2,165218,2,13,3,7,4,2,2,0,0,55,2,0
9086,44,2,45363,6,10,1,11,1,2,1,0,0,44,2,1
9087,57,4,118481,2,13,1,1,1,2,1,0,1902,40,2,1
9088,52,2,163051,8,8,1,6,1,2,1,0,1628,40,2,0
9089,45,2,170871,3,9,1,3,1,2,1,7298,0,60,2,1
9090,22,2,205604,9,3,3,6,4,2,1,0,0,30,5,0
9091,25,6,152503,6,10,3,11,4,3,1,0,0,40,2,0
9092,19,2,279968,3,9,3,7,4,2,2,0,0,42,2,0
9093,48,2,240629,3,9,1,3,1,2,1,0,0,40,23,1
9094,43,2,249039,13,11,1,1,6,2,2,0,0,36,2,1
9095,50,2,128143,2,13,1,2,1,2,1,0,0,50,2,1
9096,26,2,183965,3,9,3,3,4,2,1,0,0,40,2,0
9097,31,2,194055,3,9,1,4,1,2,1,0,0,50,2,0
9098,50,6,211319,5,14,3,1,4,2,1,0,0,38,2,0
9099,58,2,259014,6,10,3,4,4,2,1,0,0,20,2,0
9100,42,2,159449,2,13,1,2,1,2,1,5178,0,40,2,1
9101,42,2,99373,3,9,3,6,4,2,2,0,0,40,2,0
9102,58,2,123886,3,9,3,8,2,3,2,0,0,40,2,0
9103,36,4,178222,2,13,2,1,4,2,2,0,0,60,2,0
9104,68,2,196782,14,4,1,1,1,2,1,0,0,30,2,0
9105,59,2,214052,9,3,2,6,3,2,2,0,0,40,2,0
9106,47,2,148884,3,9,1,4,1,2,1,0,0,60,2,0
9107,61,2,142922,3,9,1,4,1,2,1,0,0,40,2,0
9108,46,5,167882,13,11,2,2,4,2,2,8614,0,70,2,1
9109,36,2,76845,3,9,3,5,5,3,1,0,0,35,2,0
9110,28,2,150296,10,12,3,5,4,2,2,0,0,80,2,0
9111,37,4,297449,3,9,1,13,1,2,1,0,0,40,2,1
9112,53,5,148532,2,13,1,8,1,2,1,0,0,60,2,1
9113,43,5,135342,6,10,1,2,1,2,1,0,0,50,2,1
9114,35,5,338320,3,9,1,2,1,2,1,0,0,50,2,1
9115,60,3,38749,1,15,1,1,1,1,1,99999,0,60,12,1
9116,30,2,197558,3,9,1,9,1,2,1,0,0,40,2,0
9117,40,2,353142,6,10,2,6,3,3,2,0,0,40,2,0
9118,31,2,143851,10,12,1,1,6,2,2,0,0,40,2,1
9119,37,5,99452,6,10,1,4,1,2,1,0,0,55,2,1
9120,41,2,221172,2,13,3,2,5,2,1,0,0,40,2,0
9121,34,2,209297,3,9,3,6,4,3,1,0,2001,40,2,0
9122,43,1,47261,6,10,1,10,1,2,1,0,0,50,2,0
9123,48,2,431513,15,6,1,3,1,2,1,0,0,65,2,1
9124,28,2,230704,3,9,3,1,4,3,1,0,0,40,2,0
9125,43,2,245317,3,9,1,4,1,2,1,0,0,50,2,0
9126,38,2,108140,5,14,1,1,1,2,1,7298,0,50,2,1
9127,42,1,54202,1,15,1,1,1,2,1,0,0,50,2,1
9128,34,2,293703,6,10,1,3,1,1,1,0,0,40,12,0
9129,21,2,243842,3,9,1,10,1,2,1,0,0,40,2,0
9130,40,2,98211,3,9,1,3,1,2,1,0,0,40,2,1
9131,32,2,188246,6,10,1,8,1,2,1,0,0,40,2,1
9132,44,2,275094,16,2,3,5,5,2,1,0,0,10,2,0
9133,46,2,360096,2,13,1,2,1,2,1,15024,0,60,2,1
9134,33,2,222205,3,9,1,3,6,2,2,0,0,40,2,1
9135,46,5,188861,5,14,3,2,4,2,1,0,1564,50,2,1
9136,20,6,223515,10,12,3,5,5,2,1,0,1719,20,2,0
9137,21,2,83580,6,10,3,1,5,5,2,0,0,4,2,0
9138,41,4,160785,3,9,1,3,1,2,1,0,0,40,2,0
9139,36,2,390243,3,9,3,3,5,3,1,0,0,40,2,0
9140,46,2,29437,10,12,1,8,1,2,1,0,0,50,2,0
9141,44,2,166740,13,11,1,11,1,2,1,0,0,45,2,0
9142,42,3,272625,13,11,2,7,3,3,2,0,0,40,2,1
9143,21,2,96844,3,9,1,1,2,2,2,0,0,40,2,0
9144,59,2,197148,3,9,1,13,1,2,1,0,0,24,2,1
9145,29,2,209301,2,13,1,3,1,2,1,0,0,40,21,0
9146,38,1,108140,6,10,1,3,1,2,1,0,0,30,2,0
9147,55,1,68006,14,4,3,5,2,2,2,0,0,60,2,0
9148,32,2,165226,3,9,2,5,4,2,2,0,0,40,2,0
9149,44,2,118536,11,5,1,6,1,3,1,0,0,40,2,0
9150,25,4,307294,2,13,2,1,3,2,2,0,0,40,2,0
9151,18,2,97683,3,9,3,1,5,2,2,0,0,15,2,0
9152,44,2,159297,3,9,1,2,6,1,2,0,0,40,2,1
9153,21,2,342575,6,10,3,8,5,3,2,0,0,35,2,0
9154,49,2,149337,3,9,6,9,4,2,1,0,0,40,2,0
9155,22,2,161508,6,10,3,1,5,2,1,0,0,40,2,0
9156,24,2,136310,6,10,1,11,1,2,1,0,0,40,2,0
9157,71,2,283889,3,9,4,1,4,3,1,0,1816,40,2,0
9158,60,2,80574,3,9,2,5,3,2,2,0,0,38,2,0
9159,33,2,166961,6,10,3,7,4,2,2,0,0,38,2,0
9160,61,2,68268,15,6,1,10,1,2,1,0,0,55,2,0
9161,46,2,72896,10,12,1,3,1,2,1,0,0,45,2,0
9162,37,6,186934,6,10,1,5,1,2,1,0,0,40,2,0
9163,18,2,210574,3,9,3,8,5,2,2,0,0,20,2,0
9164,47,2,139145,6,10,2,7,4,2,2,0,0,60,2,0
9165,26,2,184303,9,3,4,12,2,2,2,0,0,8,26,0
9166,51,2,29887,3,9,2,2,4,2,1,0,0,44,2,0
9167,19,2,174233,6,10,3,1,5,3,1,0,0,24,2,0
9168,29,4,289991,5,14,1,1,1,2,1,0,0,50,2,0
9169,29,2,153167,6,10,3,1,5,3,2,0,0,40,2,0
9170,54,2,141663,3,9,1,7,1,2,1,0,0,40,2,1
9171,37,3,289653,6,10,1,3,1,2,1,0,0,40,2,0
9172,45,3,76008,2,13,1,2,1,2,1,0,0,50,2,1
9173,36,2,228157,6,10,3,3,4,1,1,0,0,40,8,0
9174,47,2,209460,6,10,1,3,1,2,1,0,1485,47,2,0
9175,20,2,123173,6,10,3,8,5,3,2,0,0,15,2,0
9176,19,2,97261,3,9,3,10,4,2,1,0,0,40,2,0
9177,35,2,282951,2,13,1,2,1,2,1,0,0,70,2,0
9178,28,2,410216,7,7,1,3,4,2,1,0,0,60,2,1
9179,42,2,204235,6,10,1,1,1,2,1,0,0,40,2,1
9180,37,2,385330,14,4,6,5,3,3,1,0,0,40,2,0
9181,44,4,58124,2,13,2,1,3,2,1,0,0,45,2,0
9182,32,2,112139,3,9,1,8,1,2,1,0,0,30,2,0
9183,32,2,185027,10,12,1,3,1,2,1,0,1887,40,11,1
9184,57,2,123515,13,11,3,6,4,2,2,0,0,40,2,0
9185,33,2,189710,14,4,1,10,1,2,1,0,0,45,5,0
9186,53,2,89400,6,10,5,2,3,2,2,0,0,40,2,0
9187,41,6,27305,5,14,1,1,1,2,1,0,0,40,2,1
9188,45,2,78507,13,11,1,3,1,2,1,0,0,40,2,1
9189,23,2,139187,7,7,3,9,5,2,1,0,0,50,2,0
9190,38,2,73471,6,10,1,8,1,2,1,0,0,50,2,0
9191,67,2,116502,3,9,1,8,1,2,1,0,0,30,2,0
9192,35,2,126675,3,9,1,2,1,2,1,0,0,48,2,0
9193,35,2,180137,6,10,2,2,3,2,1,0,0,60,2,0
9194,27,2,119851,6,10,2,1,3,5,2,0,0,40,2,0
9195,21,6,39236,6,10,3,11,4,2,2,0,0,50,2,0
9196,45,2,116255,3,9,3,2,4,3,2,0,0,40,2,0
9197,35,2,199352,1,15,1,1,1,2,1,0,1977,80,2,1
9198,40,6,255824,5,14,1,13,1,2,1,0,0,40,2,1
9199,33,4,220430,2,13,1,13,1,3,1,0,0,70,2,1
9200,24,2,388885,3,9,3,6,4,2,1,0,0,48,2,0
9201,18,2,96445,6,10,3,5,5,2,2,0,0,24,2,0
9202,42,3,177937,2,13,3,1,4,2,1,0,0,40,2,0
9203,19,2,237455,3,9,3,9,5,2,2,0,0,25,2,0
9204,74,2,183701,15,6,5,5,4,3,2,0,0,6,2,0
9205,47,3,114222,10,12,1,7,1,2,1,0,0,55,2,1
9206,43,2,96321,3,9,1,1,1,2,1,0,0,40,2,1
9207,55,1,150917,14,4,1,8,1,2,1,0,0,80,2,0
9208,58,4,215245,2,13,3,1,4,2,2,0,0,37,2,0
9209,39,1,139703,6,10,3,1,4,3,2,0,0,48,2,1
9210,37,1,202683,3,9,1,1,1,2,1,0,0,40,2,0
9211,72,3,39110,7,7,2,7,4,2,2,0,0,8,21,0
9212,28,2,328923,3,9,3,7,2,2,2,0,0,38,2,0
9213,46,2,81136,13,11,2,1,3,2,1,0,0,30,2,0
9214,44,1,38122,3,9,2,3,4,2,1,0,0,45,2,0
9215,21,2,285522,6,10,3,3,4,2,1,0,0,40,2,0
9216,53,2,208321,3,9,1,5,1,3,1,0,1740,40,2,0
9217,20,2,266015,6,10,3,8,5,3,1,0,0,44,2,0
9218,34,2,114691,4,16,1,1,1,2,1,0,0,50,2,1
9219,22,2,208946,6,10,3,7,5,2,1,0,0,25,2,0
9220,72,2,237229,13,11,5,1,4,2,2,0,0,30,2,0
9221,26,2,191797,3,9,3,5,4,3,2,0,0,16,2,0
9222,19,2,382738,3,9,3,5,5,3,2,0,0,40,2,0
9223,58,1,162970,6,10,1,3,1,2,1,0,0,40,2,0
9224,30,2,206051,3,9,1,9,1,2,1,0,0,40,2,1
9225,31,2,259425,3,9,1,3,1,2,1,0,0,40,2,1
9226,40,2,183765,3,9,1,5,1,2,1,0,0,40,2,0
9227,58,5,113806,2,13,1,2,1,2,1,7688,0,30,2,1
9228,46,2,193188,5,14,3,2,3,2,1,0,0,40,2,0
9229,81,1,184762,6,10,1,11,1,2,1,0,0,25,28,0
9230,52,1,104501,6,10,1,11,1,2,1,0,0,60,2,1
9231,29,1,229842,3,9,3,4,3,3,1,0,0,45,2,0
9232,64,2,256019,5,14,3,1,4,2,2,0,0,35,2,0
9233,32,2,190385,13,11,2,7,3,2,2,0,0,35,2,0
9234,25,2,106552,2,13,3,1,5,2,1,0,0,20,2,0
9235,60,2,71683,11,5,1,6,1,2,1,0,0,49,2,0
9236,47,2,175958,6,10,6,5,4,2,1,0,0,21,2,0
9237,43,2,233130,2,13,2,8,4,2,1,0,0,40,2,1
9238,26,2,244495,3,9,1,3,1,2,1,0,0,48,2,0
9239,43,2,55395,6,10,1,3,1,2,1,0,0,40,2,0
9240,44,3,786418,3,9,1,4,1,3,1,0,0,60,2,0
9241,36,2,105138,3,9,2,4,4,2,1,0,0,50,2,0
9242,53,2,185846,3,9,1,3,1,2,1,0,0,40,2,0
9243,44,2,277720,6,10,1,7,6,2,2,0,0,35,2,0
9244,44,2,138975,3,9,3,4,4,2,1,0,0,50,2,0
9245,33,2,149902,6,10,2,2,3,3,2,0,0,40,2,0
9246,28,2,133043,3,9,2,7,3,2,2,0,0,50,2,0
9247,19,2,331702,3,9,3,1,5,2,1,0,0,40,2,0
9248,29,2,177651,6,10,3,2,4,2,1,0,0,45,2,0
9249,40,2,406811,3,9,6,2,3,2,2,0,0,40,21,0
9250,31,2,222654,2,13,1,2,1,2,1,0,0,40,2,0
9251,63,2,67903,11,5,6,10,4,3,1,0,0,40,2,0
9252,29,2,113870,16,2,1,5,1,2,1,0,0,40,2,0
9253,49,2,193366,3,9,1,3,1,2,1,0,0,40,2,0
9254,29,2,260346,3,9,6,5,4,2,2,0,0,25,2,0
9255,47,2,88564,9,3,3,6,5,2,1,0,0,20,2,0
9256,30,2,110239,15,6,1,4,1,2,1,0,0,55,2,0
9257,19,1,227310,6,10,3,5,5,2,2,0,0,25,2,0
9258,22,3,32950,6,10,1,8,1,2,1,0,1902,37,2,0
9259,34,1,214288,3,9,1,4,1,2,1,3411,0,80,2,0
9260,24,2,194848,2,13,3,11,5,2,1,0,0,40,2,0
9261,21,2,301694,3,9,3,3,4,2,1,0,0,35,5,0
9262,32,6,110171,6,10,1,1,6,2,2,0,1902,40,2,1
9263,51,2,76044,5,14,2,1,3,4,1,4787,0,35,5,1
9264,45,2,252616,14,4,1,5,1,1,1,0,0,36,14,0
9265,27,2,214702,1,15,1,1,1,2,1,0,0,42,2,1
9266,36,2,268292,3,9,1,3,1,2,1,0,0,41,2,0
9267,25,4,514716,2,13,3,7,5,3,2,0,0,40,2,0
9268,30,2,203488,3,9,3,3,5,2,1,0,0,50,2,0
9269,47,2,238185,2,13,2,7,4,2,2,0,0,40,2,0
9270,50,2,133963,2,13,2,8,4,2,2,0,0,50,2,0
9271,34,2,42596,6,10,1,2,1,2,1,0,0,45,2,0
9272,58,2,158506,7,7,1,1,1,2,1,0,0,16,2,0
9273,27,4,255237,2,13,3,1,4,2,2,0,0,40,2,0
9274,32,2,351869,6,10,1,4,1,2,1,0,1485,45,2,1
9275,59,2,183606,7,7,1,6,1,2,1,0,0,40,2,0
9276,37,2,21798,3,9,1,3,1,2,1,0,0,45,2,1
9277,42,2,173981,2,13,1,1,1,2,1,0,0,40,23,1
9278,42,2,121287,3,9,2,6,4,2,1,0,0,45,2,0
9279,68,2,225612,2,13,5,8,4,2,1,0,0,35,2,1
9280,47,2,120939,6,10,1,11,1,2,1,0,0,45,2,0
9281,28,2,189407,3,9,1,8,1,2,1,0,0,55,2,0
9282,52,4,140027,3,9,5,5,4,2,2,0,0,20,2,0
9283,67,1,105907,16,2,5,5,4,3,2,0,0,20,2,0
9284,27,2,193898,2,13,2,2,4,2,1,0,0,52,2,0
9285,31,2,39054,3,9,1,3,1,2,1,0,0,20,2,0
9286,18,2,256967,15,6,3,8,2,3,2,0,0,40,2,0
9287,35,1,108808,3,9,2,3,4,2,1,0,0,50,2,0
9288,29,2,168479,5,14,1,1,1,2,1,0,0,40,2,1
9289,26,2,167350,3,9,3,3,5,2,1,0,0,35,2,0
9290,28,2,309620,6,10,1,8,1,4,1,0,0,60,2,0
9291,26,2,226288,2,13,3,7,4,2,1,0,0,40,2,0
9292,35,2,228881,3,9,3,3,2,4,1,0,0,40,32,0
9293,36,2,473547,3,9,1,3,1,3,1,0,0,30,2,0
9294,37,2,61299,6,10,1,3,1,2,1,0,0,45,2,0
9295,49,1,163352,1,15,1,1,1,2,1,0,0,85,2,1
9296,24,4,387108,6,10,1,13,1,3,1,0,0,40,2,0
9297,37,2,140854,2,13,1,2,1,2,1,0,0,50,2,1
9298,30,2,209900,2,13,1,3,1,2,1,0,0,40,2,0
9299,52,2,152373,3,9,1,6,1,2,1,2105,0,40,2,0
9300,55,6,117357,4,16,1,1,1,1,1,0,0,70,2,1
9301,61,4,202384,2,13,1,1,6,2,2,0,0,30,2,0
9302,53,2,70387,5,14,1,1,1,1,1,4386,0,40,1,1
9303,29,2,199903,3,9,3,5,5,2,2,0,0,20,2,0
9304,42,2,230684,2,13,1,1,1,2,1,5013,0,40,2,0
9305,25,1,72338,3,9,3,8,3,1,2,0,0,40,2,0
9306,38,2,161016,6,10,2,1,4,2,2,0,0,32,2,0
9307,29,2,166220,2,13,3,8,5,2,2,0,0,50,2,0
9308,25,3,27142,6,10,1,2,1,2,1,0,0,40,2,1
9309,24,2,82777,3,9,6,6,4,2,1,0,0,40,2,0
9310,57,1,184553,3,9,1,3,1,2,1,0,0,50,2,1
9311,43,2,88233,6,10,1,4,1,2,1,0,0,60,2,0
9312,57,1,113010,2,13,1,8,1,2,1,0,0,50,2,1
9313,42,2,255667,6,10,1,3,1,2,1,0,0,50,2,1
9314,20,2,195075,6,10,3,1,5,2,2,0,0,30,2,0
